firstname;male;female
rosela;0;15
salvien;15;0
sauvaire;15;0
servant;15;0
servie;0;15
siméone;0;15
sophrone;13;2
sylas;15;0
tarcisse;2;13
thadé;15;0
thalie;0;15
thenenan;15;0
théodorite;15;0
théresia;0;15
thérésius;15;0
timothee;15;0
trézain;15;0
urbano;15;0
victoirine;0;15
vidale;1;14
vincentello;15;0
vincentius;15;0
witold;15;0
ygnace;15;0
zachari;15;0
zenais;3;12
abeillard;13;1
abigaël;0;14
adélade;0;14
adelline;0;14
adelphina;0;14
adolomine;0;14
aimar;14;0
albertina;0;14
allexandre;14;0
alline;0;14
aloîse;12;2
altin;14;0
amérine;0;14
amilie;1;13
anthonie;7;7
antoyne;14;0
auxibe;14;0
azéa;0;14
barra;12;2
barthel;14;0
barthelmy;14;0
basilic;14;0
bastiana;0;14
béat;14;0
bégnigne;6;8
belisaire;13;1
benezet;14;0
benjamain;13;1
bergite;0;14
berthélémy;13;1
brévenne;0;14
brinlé;0;14
caelina;0;14
casper;14;0
celse;14;0
cénéric;14;0
christinne;1;13
ciriaci;2;12
cler;11;3
conrath;13;1
constans;14;0
corcodome;14;0
delphina;0;14
diego;14;0
donald;14;0
duminy;13;1
eduardus;14;0
edvina;0;14
eléodore;13;1
elfride;0;14
emèlie;0;14
emerine;0;14
émilian;14;0
enfants;11;3
enguerrand;14;0
ermand;14;0
ermantine;0;14
esilda;0;14
etienna;0;14
eucharis;2;12
eudore;13;1
eugènia;0;14
euridice;0;14
eutropie;0;14
eymerie;13;1
ezélie;0;14
fargeau;14;0
felixe;0;14
félize;0;14
ferdinante;0;14
fidélité;0;14
filbert;14;0
flavy;4;10
fmn;0;14
fourier;14;0
fraçois;14;0
francelin;14;0
frasine;0;14
gerschel;10;4
gile;12;2
gotthard;14;0
guenolé;14;0
guidel;0;14
guilhalmette;0;14
henericus;14;0
hierosme;14;0
hilariette;0;14
hiltrude;0;14
hippolithe;14;0
honnorat;14;0
ilario;14;0
ines;0;14
ismar;14;0
ismène;1;13
izabé;0;14
jacoba;0;14
jeanfrançois;14;0
joanis;14;0
jocelyne;0;14
julienna;0;14
juni;0;14
karel;14;0
killian;14;0
lafleur;12;2
laurencia;0;14
laurenza;0;14
laurenzio;14;0
lazarée;0;14
leone;4;10
léonilde;1;13
liber;6;8
liduvine;0;14
limin;14;0
lison;0;14
madallena;0;14
mamer;14;0
manvieu;14;0
marcéline;0;14
march;14;0
marguarite;0;14
margueriite;0;14
marguerin;14;0
marider;0;14
mariete;0;14
marsalle;0;14
meinrade;13;1
mélec;14;0
méloir;14;0
mercédes;0;14
méril;13;1
mickaël;13;1
milien;13;1
moîse;14;0
moize;14;0
natalia;0;14
nazare;14;0
nephtaly;14;0
noellie;0;14
oliviero;14;0
orthense;0;14
osite;1;13
othile;0;14
pasqualina;0;14
pellegrino;14;0
phillippine;0;14
philome;3;11
pome;1;13
quaterine;0;14
quenin;14;0
quintine;0;14
raisin;14;0
reinhardt;14;0
réjane;0;14
rène;0;14
richarda;1;13
rosamée;0;14
rosana;0;14
samarco;14;0
sandrine;0;14
santiago;14;0
saul;14;0
sélénie;0;14
sérafine;0;14
seurin;14;0
silver;14;0
sohn;14;0
sosthènes;12;2
spérat;14;0
susan;0;14
sylvestrine;0;14
taddeo;14;0
thélésie;0;14
thérse;0;14
thobie;14;0
tranquil;14;0
ubalde;14;0
valbourge;1;13
valeri;14;0
vélastine;0;14
vénérance;0;14
venerante;0;14
véturie;0;14
victoriane;0;14
virginius;14;0
virginy;0;14
vittore;14;0
walbert;14;0
waldemar;14;0
wasnon;14;0
willebaud;14;0
xainte;0;14
zachary;14;0
zelima;0;14
zephyrin;14;0
adeleine;0;13
adena;0;13
agnetis;3;10
albat;13;0
aleth;0;13
alixte;4;9
alméria;2;11
alonzo;13;0
amazélie;0;13
amestie;1;12
ami;12;1
anathase;9;4
anémone;0;13
aniol;13;0
antonetto;13;0
antonino;13;0
arcange;10;3
arceline;0;13
artidor;12;1
astélie;0;13
atilie;0;13
audrey;1;12
azénaide;0;13
bache;13;0
bald;13;0
bale;13;0
balhtazard;13;0
bartelemi;13;0
bartolommeo;13;0
bayard;13;0
beillé;0;13
bénestruc;12;1
bessele;0;13
bienaimée;2;11
bilienne;0;13
bissel;0;13
carlino;13;0
carmela;0;13
carméline;0;13
carol;12;1
carolie;0;13
catulle;13;0
césard;13;0
cesarie;0;13
charlot;13;0
cheinle;0;13
claisia;0;13
clébert;13;0
clementia;0;13
clermont;13;0
clestine;0;13
climaque;13;0
clodius;13;0
clossinde;0;13
collas;13;0
constantien;13;0
constentin;12;1
corantine;0;13
cornély;10;3
cosimo;13;0
couronnée;0;13
créscence;0;13
crétien;13;0
cristobal;13;0
cruciano;13;0
cyriacus;13;0
d;10;3
damasie;0;13
daughter;0;13
derien;13;0
domeings;1;12
edoire;13;0
eléana;2;11
elene;0;13
elenne;0;13
éli;13;0
eliacine;0;13
elois;13;0
émir;13;0
emire;8;5
engélique;0;13
enoch;13;0
eon;13;0
erhart;13;0
ernesta;0;13
eulalia;0;13
eustate;11;2
favien;13;0
feist;13;0
felicitée;0;13
fernandine;1;12
fine;0;13
firma;0;13
flavine;0;13
fleurimonde;0;13
floréale;0;13
florente;3;10
flourine;0;13
foilain;13;0
fronika;0;13
froumette;0;13
fulerand;13;0
gangolfus;13;0
genereux;13;0
genèse;0;13
genviève;0;13
glodine;0;13
glorvina;0;13
guenael;12;1
guilheme;0;13
guillame;11;2
hélain;13;0
hèlène;0;13
héracle;13;0
hermès;12;1
herzélie;0;13
hiéronime;1;12
hillarion;13;0
hippolitte;13;0
honorin;13;0
hursule;3;10
ignati;13;0
isabau;1;12
isaîe;8;5
jeanlouis;13;0
jendel;0;13
joachaim;12;1
johanny;13;0
jos;6;7
josefine;0;13
judéon;13;0
kilien;13;0
ladoiska;0;13
lamartine;9;4
lauran;13;0
laurenzia;0;13
leonardo;13;0
léontusse;13;0
liberal;13;0
lidy;0;13
liger;13;0
lodovico;13;0
loisa;0;13
luca;13;0
lucchino;13;0
lunaire;13;0
mainrad;13;0
manassès;13;0
marcouf;13;0
marguerith;0;13
marietta;0;13
marlise;0;13
maryanne;0;13
marye;2;11
marylis;0;13
marzolf;13;0
mathéa;0;13
matherne;12;1
maurisse;6;7
maxellance;1;12
maximain;13;0
mélard;13;0
mélissa;0;13
momble;13;0
mortimer;13;0
morvan;13;0
nazarette;0;13
nazette;0;13
nicoletta;0;13
noemi;0;13
olida;1;12
olimpiade;0;13
olimpie;0;13
orazio;13;0
ottavia;0;13
pagona;0;13
palémon;13;0
paquier;13;0
perrete;0;13
petroline;0;13
pétronile;0;13
peyronnelle;0;13
pharaide;0;13
philippie;0;13
philogome;13;0
phocion;13;0
phrasine;0;13
piera;0;13
polidoro;13;0
poncelet;13;0
porphire;13;0
pricille;0;13
quentien;13;0
quirine;2;11
rachele;0;13
raymon;13;0
remise;0;13
renan;13;0
révérend;13;0
richardus;13;0
rion;13;0
rite;0;13
rivoal;13;0
roberto;13;0
rollandine;0;13
romé;0;13
romeline;0;13
rosinne;0;13
rosy;0;13
salvie;0;13
sansvie;6;7
santina;0;13
santino;13;0
scheyen;12;1
silénie;0;13
siméonne;0;13
stéphanus;12;1
stylite;0;13
sylvio;13;0
theodorus;13;0
theodosine;0;13
théorine;0;13
théotile;0;13
théreze;0;13
thérézine;2;11
thiburce;13;0
thiérry;13;0
thiriette;0;13
thuribe;13;0
tienne;13;0
tranquillin;13;0
ulmar;13;0
urbanie;0;13
usmart;13;0
valèrie;1;12
vénoc;13;0
vertu;5;8
victoris;13;0
vidianne;0;13
vulmaire;13;0
waldburge;1;12
wanda;0;13
winnoc;13;0
woldemar;13;0
yorick;13;0
ypolite;12;1
zenon;13;0
zoila;0;13
abram;12;0
achiel;12;0
ada;0;12
adelain;12;0
adile;1;11
adméria;0;12
agnette;0;12
aguste;12;0
alcée;11;1
alexandraz;0;12
alize;0;12
alphone;12;0
amata;0;12
aména;0;12
amestine;0;12
anders;12;0
andréline;0;12
anschaire;10;2
antonietta;0;12
aquiline;0;12
ardouin;11;1
armanse;0;12
balthasarus;12;0
barde;0;12
bazilique;3;9
bélizaire;12;0
beloni;12;0
benoîste;0;12
bérold;12;0
beyle;0;12
blaisaz;0;12
blaizine;0;12
bréven;12;0
brevenne;1;11
brune;0;12
burgard;12;0
caecilia;0;12
camiel;12;0
candice;4;8
carolline;0;12
cartherine;0;12
cassienne;0;12
castille;6;6
catheine;0;12
cérille;10;2
césarée;1;11
chrysosthome;12;0
ciprienne;1;11
cirque;12;0
claudinne;0;12
clève;0;12
colbert;12;0
coraline;0;12
cornélius;12;0
cunis;11;1
cyrius;12;0
damascène;11;1
dele;11;1
demetre;10;2
digne;0;12
docithé;11;1
dorine;0;12
edmire;2;10
edmon;12;0
edmondine;0;12
eléazar;12;0
elice;4;8
elidie;0;12
élize;0;12
elle;0;12
emerentia;0;12
entoine;12;0
erik;12;0
ernesto;12;0
esmerie;0;12
estebenie;0;12
estiene;12;0
étienette;0;12
ettel;0;12
euphémine;0;12
eymeri;12;0
febronie;0;12
federico;12;0
felicianne;0;12
fergel;12;0
feyele;0;12
filibert;12;0
fiordispina;0;12
fran;7;5
franðcoise;0;12
fromental;10;2
fuscienne;0;12
gaillard;12;0
gangolphe;12;0
geffline;0;12
geromine;0;12
geronima;0;12
gertude;0;12
gilone;0;12
gioanni;12;0
giovacchino;12;0
giovani;12;0
girou;12;0
gracchus;12;0
grard;12;0
guenel;12;0
guennel;12;0
guilliaumette;0;12
guilmette;0;12
guionne;0;12
gustaaf;12;0
güttel;0;12
guyomard;12;0
hadelin;12;0
hannette;0;12
harriet;0;12
heimann;12;0
henoch;12;0
henriete;0;12
henrique;4;8
herménie;0;12
hormidas;12;0
ilda;0;12
innocenza;1;11
ionis;12;0
irmance;0;12
isilda;0;12
isodorine;0;12
jason;12;0
jasques;12;0
jeamme;12;0
jean+;12;0
jeannes;1;11
jeannot;12;0
jenne;0;12
jeran;12;0
jeuni;2;10
johanetta;0;12
josepf;12;0
jozef;12;0
jp;12;0
juline;2;10
justa;0;12
keile;0;12
kind;10;2
klara;0;12
léonardine;0;12
léonhard;12;0
léoni;10;2
lèonie;0;12
léonnard;12;0
leu;12;0
liberate;0;12
lima;0;12
loic;12;0
lucianne;0;12
maclovie;1;11
madeleigne;0;12
madellaine;0;12
magdaleina;0;12
magdelain;10;2
maider;0;12
marcellus;12;0
marchand;12;0
marcoul;12;0
margarette;1;11
mariet;10;2
marija;0;12
marilis;0;12
marise;0;12
marjolaine;0;12
marthes;0;12
maude;4;8
médarine;0;12
medart;11;1
médon;12;0
mèlanie;0;12
meriadec;12;0
michéle;0;12
milia;0;12
miltiade;11;1
mion;1;11
mlanie;0;12
morin;9;3
morte;0;12
nadège;0;12
nadejda;0;12
narcis;12;0
natal;12;0
nehuma;0;12
nicolaas;12;0
noëmi;2;10
nohémie;0;12
norbertus;12;0
odylle;2;10
olivie;0;12
ophélia;0;12
orelie;0;12
otilie;0;12
oulry;12;0
ovine;1;11
oxensine;0;12
pairine;0;12
pantaléone;2;10
paolino;12;0
paulite;0;12
perceval;12;0
pernelle;0;12
pessine;0;12
philemond;12;0
philicien;12;0
philimon;12;0
philippinne;0;12
philomée;0;12
phocas;12;0
pierrejoseph;12;0
polixene;1;11
pompé;12;0
pompee;3;9
pontien;12;0
prime;8;4
priscile;4;8
prisque;4;8
quitère;0;12
raffaello;12;0
rafine;0;12
reissel;0;12
renilde;0;12
rinaldo;12;0
riou;12;0
roma;0;12
romano;12;0
romari;12;0
rosier;12;0
sabas;12;0
sanvitus;12;0
sébran;12;0
selma;0;12
serain;12;0
serdot;12;0
serene;2;10
sigolène;0;12
silvere;12;0
simeone;10;2
simphorienne;0;12
siprien;12;0
sivain;12;0
sophonie;2;10
stefania;0;12
stephana;0;12
térence;5;7
terese;0;12
tertullien;12;0
thaddée;9;3
théobalt;12;0
théodile;2;10
théodulphe;12;0
théophille;11;1
théophrède;12;0
theresse;0;12
thibauld;12;0
thiébauld;12;0
thimothe;12;0
toinnette;0;12
toussains;12;0
valérienne;0;12
valmon;12;0
vendal;12;0
vendicienne;0;12
verene;0;12
vivian;12;0
volcy;4;8
wendolin;11;1
wilfred;12;0
wilfride;8;4
wilibald;12;0
yolaine;0;12
ysabel;0;12
zerlé;0;12
zina;1;11
abdou;11;0
adélaèède;0;11
adèlle;0;11
adhésire;0;11
adophine;0;11
adriana;0;11
aegidius;11;0
agar;1;10
agnian;11;0
agustin;11;0
agustine;0;11
albaine;0;11
alexendrine;0;11
aliva;0;11
allannette;0;11
aloÿs;11;0
alphoncine;0;11
amarie;0;11
ambert;11;0
amlie;0;11
amyelle;0;11
andr~;11;0
andrã©;11;0
andriane;0;11
ane;0;11
angadreme;0;11
angélie;2;9
angèline;0;11
annestase;0;11
anthoinaz;0;11
appolixine;0;11
arcenne;8;3
argentin;11;0
ariane;0;11
ariat;0;11
arseline;0;11
arthémine;0;11
arthumine;0;11
artilia;0;11
ascagne;11;0
aster;9;2
augustain;11;0
auriette;0;11
aybert;11;0
azelma;0;11
baby;3;8
barthl;10;1
basilius;11;0
battistina;0;11
beilé;0;11
belanie;0;11
bénel;11;0
bénin;11;0
bénomie;4;7
berthomier;11;0
béthaire;11;0
blumelé;0;11
brégide;0;11
burcard;11;0
cajétan;11;0
célèste;2;9
célèstine;0;11
célinia;0;11
céranie;0;11
chailly;11;0
chatrine;0;11
chérubine;0;11
christosome;11;0
cleophe;0;11
colombant;11;0
contemporain;8;3
cordélia;0;11
cosmes;11;0
cresence;1;10
cressence;0;11
crisostome;11;0
délia;0;11
deslotte;0;11
dinel;0;11
dolinda;0;11
domange;1;10
dono;11;0
dorotée;1;10
dorothe;0;11
ediltrude;0;11
edin;11;0
eduardo;11;0
edvige;0;11
egmont;11;0
ehrard;11;0
élaine;0;11
eléosippe;11;0
élia;0;11
elieser;10;1
elisaberth;0;11
elisabteh;0;11
emerande;0;11
émérentine;0;11
émilianne;0;11
emilina;0;11
emillienne;0;11
engelhardt;11;0
englebertine;0;11
ensv;8;3
ephise;7;4
épiphane;9;2
erige;11;0
ermenegilde;9;2
erosme;11;0
esmiland;11;0
estienette;0;11
euchère;6;5
eugènius;11;0
evrain;11;0
exorine;0;11
fausta;1;10
fegele;0;11
félida;0;11
fleurante;0;11
flicien;11;0
floresca;0;11
florienne;0;11
flourette;0;11
fortunatus;11;0
fraçoise;0;11
fransiska;0;11
frédéricq;11;0
frejoux;10;1
frezal;10;1
frize;0;11
fuleran;9;2
galmier;11;0
gellen;0;11
gémina;0;11
gemmes;0;11
genefort;11;0
genis;9;2
gerardine;0;11
gibertrude;0;11
gilet;11;0
gioachino;11;0
giry;11;0
godechaux;11;0
goustan;11;0
guénel;11;0
guerine;0;11
guilllaume;11;0
guitel;0;11
gullaume;11;0
héliette;0;11
hellene;0;11
hendrik;11;0
hennoch;11;0
herbot;11;0
herculin;11;0
hermeland;11;0
hermenegild;11;0
hildegonde;3;8
hintié;1;10
holf;11;0
hündel;1;10
huon;11;0
hurbin;11;0
hyerosme;11;0
hypoline;0;11
hyronimus;11;0
ignatus;11;0
innommé;11;0
iréna;0;11
isay;9;2
izabau;0;11
izilda;0;11
jacquete;0;11
jeanet;11;0
jeangeorges;11;0
jentle;0;11
jh;10;1
joani;11;0
joaquin;11;0
jolie;0;11
joly;5;6
josime;7;4
jouvin;11;0
julianus;11;0
juttel;0;11
katharine;0;11
keille;0;11
laurency;3;8
laurentie;0;11
léante;5;6
léonia;0;11
léonile;0;11
léopolde;5;6
léticia;0;11
levi;10;1
liberata;0;11
lidi;4;7
lidia;1;10
lilla;0;11
lore;0;11
lorens;8;3
ma;2;9
magnus;11;0
mamers;11;0
marcaurelio;11;0
marcuccia;0;11
marcuccio;11;0
margrethe;0;11
marguerita;0;11
mariangela;0;11
marigno;1;10
maritte;10;1
marphise;0;11
martel;11;0
mathié;2;9
matias;11;0
mattéo;11;0
mattheus;11;0
maure;8;3
maximie;0;11
maximim;11;0
mélantine;0;11
mélusine;0;11
menoux;10;1
mercurio;11;0
messidore;2;9
mfrançoise;0;11
michellette;0;11
mile;11;0
miniquette;0;11
modest;10;1
moyze;11;0
naphtaly;11;0
napoline;0;11
nathaline;1;10
nathaniel;11;0
nectere;11;0
nissim;11;0
nizière;0;11
noél;11;0
nöel;11;0
odivine;0;11
olésime;5;6
ombéline;0;11
onesiphore;11;0
onezine;6;5
onorata;0;11
oreillie;0;11
orélia;0;11
orien;11;0
orsantonio;11;0
osmane;3;8
othmar;11;0
paquette;0;11
pascual;11;0
patris;11;0
paulinon;0;11
pécinne;0;11
pellagie;0;11
perlé;0;11
perpet;11;0
perronelle;0;11
pétronnille;0;11
peyroune;0;11
philarète;11;0
philippo;11;0
philothée;0;11
philppe;11;0
pierra;1;10
probe;11;0
pyyy;0;11
quirinus;11;0
rault;11;0
réginette;0;11
reparate;1;10
reymon;10;1
roque;11;0
roséma;0;11
rossolina;0;11
roustan;10;1
roux;10;1
sage;1;10
sansin;11;0
savenie;0;11
sélanie;0;11
sénéchal;11;0
séphirin;11;0
séraphina;0;11
seraphinus;11;0
sévérine;0;11
siagre;11;0
sifroy;11;0
sinoise;0;11
sorle;0;11
spérie;0;11
stanis;11;0
stasie;1;10
stéphany;6;5
sylviane;0;11
tarsille;1;10
théophilie;2;9
thierri;11;0
thiers;11;0
trephine;0;11
tugal;11;0
ursain;11;0
ursmérie;0;11
vandrille;11;0
vendlin;11;0
venturino;11;0
véréna;0;11
viala;11;0
viktoria;0;11
vincenso;11;0
virgina;0;11
viriginie;1;10
vittorio;11;0
vladimir;11;0
voluzien;11;0
wilbert;11;0
wilgeforte;0;11
wilhelmus;11;0
wladimir;11;0
yacinte;6;5
ysaac;11;0
yves^;11;0
zeline;0;11
zena;0;11
zita;0;11
adélaÿde;0;10
adelfine;0;10
adelie;0;10
adérald;10;0
adhémard;10;0
adolescence;0;10
adolie;0;10
adomine;0;10
aglaëe;0;10
aglantine;0;10
aimond;10;0
ajax;10;0
alberti;10;0
alby;10;0
alexice;1;9
allise;0;10
alphonsus;10;0
alphrede;10;0
alpinienne;0;10
alsidie;1;9
amarinus;10;0
ambrois;10;0
amédéa;0;10
amnistie;0;10
anatolia;0;10
andresine;0;10
andrivette;0;10
andronic;10;0
androphile;10;0
anglantine;0;10
annunziata;0;10
anoux;0;10
anthonine;0;10
antoinine;0;10
aoust;10;0
apollone;2;8
appolix;10;0
arabelle;0;10
archambeau;9;1
arcine;2;8
argile;2;8
aricie;0;10
aristarque;10;0
arsénie;0;10
arthemon;10;0
aspasia;0;10
aurel;10;0
ausser;10;0
avé;3;7
avie;2;8
avite;9;1
babylas;10;0
baldine;1;9
baltasar;10;0
barnabar;10;0
bartelemy;10;0
bartoloméo;10;0
bathélemy;9;1
battine;0;10
baudelle;10;0
bazilie;0;10
baziline;0;10
béhau;10;0
beilen;0;10
bellone;0;10
bellony;9;1
bélony;10;0
bénanie;0;10
bénissante;0;10
benoid;10;0
berard;10;0
bert;10;0
betty;0;10
caesar;10;0
calixe;7;3
carine;0;10
carissime;0;10
carolin;10;0
catherine+;0;10
célerin;10;0
celestino;10;0
césarinne;0;10
chantalle;0;10
chatle;0;10
cherie;0;10
chistophe;10;0
christhophe;10;0
christophaz;0;10
clémène;0;10
clémentia;0;10
cléomire;0;10
clermonne;1;9
climene;0;10
clmence;0;10
cloé;0;10
clothide;0;10
constan;10;0
cordulle;0;10
côsme;10;0
cyrène;3;7
débora;0;10
dionisius;9;1
doralisse;0;10
doris;4;6
egérie;0;10
églé;0;10
eléanore;0;10
elèonore;0;10
eliabeth;0;10
elissa;5;5
elizabetha;0;10
elme;10;0
eloyse;0;10
elsie;0;10
elysee;8;2
elzire;2;8
émeric;10;0
emmanuël;10;0
emme;2;8
emmée;1;9
enrique;10;0
éphraim;10;0
ermelinde;0;10
ermina;1;9
escolastique;1;9
évodie;0;10
fabiane;0;10
fauchette;0;10
félicié;4;6
félie;3;7
felipe;10;0
félixine;0;10
féry;10;0
fifine;0;10
fourrier;10;0
franãssoise;0;10
françeline;0;10
frangois;10;0
franois;10;0
fratié;0;10
frimaire;8;2
galdéric;10;0
gasparo;10;0
gebertrude;0;10
genevève;0;10
genevière;0;10
génitour;10;0
gennevieve;0;10
géralde;1;9
geraude;0;10
gerbert;10;0
gernance;0;10
geroges;10;0
gervaix;10;0
girolama;0;10
gironne;0;10
godeberte;0;10
godeberthe;0;10
golven;10;0
gondelbert;10;0
goulvain;10;0
grimaldo;10;0
guenal;10;0
guignolay;10;0
guiguite;0;10
guilhelmine;0;10
guilhome;10;0
guillerme;1;9
guilliaume;10;0
gulcien;10;0
gutel;0;10
habrahim;10;0
hanne;0;10
hannibal;10;0
harmante;0;10
hectoria;0;10
hedvige;0;10
hélisabeth;0;10
helvina;0;10
hély;10;0
hermione;0;10
hertzel;9;1
hester;0;10
himerius;10;0
hipolithe;7;3
hombert;10;0
hunégonde;0;10
hyérome;10;0
hyeronimus;10;0
hyérosme;10;0
hypolythe;10;0
irèné;9;1
isaak;10;0
isambart;10;0
isméric;2;8
ivonne;0;10
iwan;10;0
jack;10;0
jacut;10;0
jamme;9;1
jaouen;10;0
jeannetton;0;10
jeremy;10;0
joachain;10;0
jodocus;10;0
jorim;10;0
jouassin;10;0
jourdaine;0;10
judicael;10;0
judocus;10;0
junille;0;10
juvence;6;4
knabe;10;0
koschel;10;0
laide;0;10
lamy;10;0
landelinus;10;0
landri;10;0
laurentz;10;0
lavinia;0;10
leocardie;0;10
léonelle;0;10
leonne;0;10
léopole;6;4
leufroy;10;0
lily;0;10
lodoix;10;0
loisine;0;10
lon;10;0
lonie;1;9
lovely;0;10
luçie;0;10
lucilia;0;10
lucque;8;2
ludegarde;0;10
luper;10;0
madelein;1;9
madgelaine;0;10
magdalène;0;10
magdeleyne;0;10
majan;10;0
malga;0;10
mardoché;10;0
marem;10;0
margeritte;0;10
mariange;0;10
marilys;0;10
mars;10;0
martín;10;0
matieu;10;0
maudan;10;0
maximillienne;0;10
médarde;1;9
mein;10;0
melchiade;10;0
melchiore;8;2
melia;0;10
mélisse;3;7
melkior;10;0
melle;0;10
mémmie;10;0
mermet;10;0
micael;10;0
micaglia;10;0
michelaz;0;10
mirtille;5;5
miss;0;10
modesta;0;10
moina;0;10
monaca;0;10
mondésir;10;0
moré;10;0
mundel;0;10
musette;0;10
na;0;10
natalino;10;0
nataly;2;8
nicolas+;10;0
nikolas;10;0
noelly;0;10
norberthe;0;10
odillon;10;0
onesine;10;0
orisine;0;10
othille;0;10
oyen;10;0
padivoria;0;10
padovano;10;0
palmira;1;9
pancrate;10;0
parthem;10;0
paulien;10;0
pellegrine;0;10
perec;10;0
persévérande;0;10
petre;0;10
pêtre;1;9
petronnille;0;10
peyre;10;0
phélix;9;1
phénomène;3;7
philéasse;0;10
philidore;9;1
phillip;10;0
pian;10;0
pietrino;10;0
pietronella;0;10
pitre;10;0
polinne;0;10
preuve;1;9
privas;10;0
proper;10;0
proserpine;0;10
prudenzia;0;10
qualbert;10;0
rahel;0;10
rainelde;0;10
raphaêl;10;0
reisla;0;10
rémiette;0;10
renatus;10;0
restitute;0;10
révérien;10;0
rodolph;10;0
rodrigue;10;0
rosale;0;10
rosanna;0;10
rosélie;0;10
rosilla;0;10
rostan;10;0
ruppert;9;1
salvate;0;10
samuelle;0;10
seine;9;1
sélim;10;0
sevère;6;4
sidney;10;0
sigefroi;10;0
silvina;0;10
simplicie;0;10
soffie;0;10
spiridon;10;0
stefanina;0;10
taumaphile;2;8
terzie;1;9
th;9;1
thecla;0;10
théodorique;10;0
theodosie;0;10
théodulaz;0;10
théophyle;9;1
théotise;1;9
thibaude;0;10
thomé;10;0
usmérine;0;10
valbourgue;0;10
valière;0;10
valmire;8;2
vanina;0;10
vébert;8;2
veneziana;0;10
venise;0;10
véronika;0;10
vidalle;0;10
viergine;0;10
vinçent;10;0
vix;10;0
vulgand;10;0
waast;10;0
winnocq;10;0
xyste;9;1
zara;0;10
zéraphin;10;0
zimle;0;10
